underlying_symbol,quote_date,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size_1545,bid_1545,ask_size_1545,ask_1545,underlying_bid_1545,underlying_ask_1545,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code
SPY,2025-06-04,SPY,2025-06-04,350.000,C,0.0000,0.0000,0.0000,0.0000,0,30,245.9500,25,247.6700,596.7400,596.7500,30,244.9100,8,246.5000,595.8900,595.9100,0.0000,0,
SPY,2025-06-04,SPY,2025-06-04,350.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,4291,0.0100,596.7400,596.7500,0,0.0000,3750,0.0100,595.8900,595.9100,0.0000,139,
SPY,2025-06-04,SPY,2025-06-04,355.000,C,0.0000,0.0000,0.0000,0.0000,0,30,240.9500,30,242.6500,596.7400,596.7500,30,239.9100,6,242.0200,595.8900,595.9100,0.0000,0,
SPY,2025-06-04,SPY,2025-06-04,355.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,158,0.0100,596.7400,596.7500,0,0.0000,236,0.0100,595.8900,595.9100,0.0000,0,
SPY,2025-06-04,SPY,2025-06-04,360.000,C,0.0000,0.0000,0.0000,0.0000,0,30,235.9600,25,237.6500,596.7400,596.7500,30,234.9100,6,237.0200,595.8900,595.9100,0.0000,0,
SPY,2025-06-04,SPY,2025-06-04,360.000,P,0.0100,0.0100,0.0100,0.0100,2,0,0.0000,158,0.0100,596.7400,596.7500,0,0.0000,236,0.0100,595.8900,595.9100,0.0100,0,
SPY,2025-06-04,SPY,2025-06-04,365.000,C,0.0000,0.0000,0.0000,0.0000,0,30,230.9700,25,232.6800,596.7400,596.7500,30,229.9100,6,232.0200,595.8900,595.9100,0.0000,0,
SPY,2025-06-04,SPY,2025-06-04,365.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,158,0.0100,596.7400,596.7500,0,0.0000,236,0.0100,595.8900,595.9100,0.0000,1,
SPY,2025-06-04,SPY,2025-06-04,370.000,C,227.0000,227.0000,227.0000,227.0000,1,26,225.5200,26,227.6500,596.7400,596.7500,30,224.9100,30,227.0200,595.8900,595.9100,227.0000,0,
SPY,2025-06-04,SPY,2025-06-04,370.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,158,0.0100,596.7400,596.7500,0,0.0000,236,0.0100,595.8900,595.9100,0.0000,0,
SPY,2025-06-04,SPY,2025-06-04,375.000,C,0.0000,0.0000,0.0000,0.0000,0,30,220.9300,30,222.7100,596.7400,596.7500,30,219.9100,30,222.0200,595.8900,595.9100,0.0000,0,
SPY,2025-06-04,SPY,2025-06-04,375.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,158,0.0100,596.7400,596.7500,0,0.0000,236,0.0100,595.8900,595.9100,0.0000,0,
SPY,2025-06-04,SPY,2025-06-04,380.000,C,0.0000,0.0000,0.0000,0.0000,0,30,215.8100,30,217.6900,596.7400,596.7500,30,214.9100,30,217.0200,595.8900,595.9100,0.0000,0,
SPY,2025-06-04,SPY,2025-06-04,380.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,158,0.0100,596.7400,596.7500,0,0.0000,236,0.0100,595.8900,595.9100,0.0000,1,
SPY,2025-06-04,SPY,2025-06-04,385.000,C,0.0000,0.0000,0.0000,0.0000,0,25,210.5500,25,212.6700,596.7400,596.7500,30,209.9100,6,212.0200,595.8900,595.9100,0.0000,0,
SPY,2025-06-04,SPY,2025-06-04,385.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,158,0.0100,596.7400,596.7500,0,0.0000,236,0.0100,595.8900,595.9100,0.0000,0,
SPY,2025-06-04,SPY,2025-06-04,390.000,C,0.0000,0.0000,0.0000,0.0000,0,25,205.5600,25,207.6900,596.7400,596.7500,30,204.9100,30,207.0200,595.8900,595.9100,0.0000,0,
SPY,2025-06-04,SPY,2025-06-04,390.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,158,0.0100,596.7400,596.7500,0,0.0000,236,0.0100,595.8900,595.9100,0.0000,6,
SPY,2025-06-04,SPY,2025-06-04,395.000,C,0.0000,0.0000,0.0000,0.0000,0,25,200.5900,25,202.6700,596.7400,596.7500,30,199.9100,30,202.0200,595.8900,595.9100,0.0000,5,
SPY,2025-06-04,SPY,2025-06-04,395.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,158,0.0100,596.7400,596.7500,0,0.0000,236,0.0100,595.8900,595.9100,0.0000,310,
SPY,2025-06-04,SPY,2025-06-04,400.000,C,197.4600,197.4600,197.4100,197.4100,2,26,195.9800,26,197.6700,596.7400,596.7500,30,194.9100,30,197.0200,595.8900,595.9100,197.4350,0,
SPY,2025-06-04,SPY,2025-06-04,400.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,158,0.0100,596.7400,596.7500,0,0.0000,236,0.0100,595.8900,595.9100,0.0000,1,
SPY,2025-06-04,SPY,2025-06-04,405.000,C,0.0000,0.0000,0.0000,0.0000,0,25,190.5900,25,192.6700,596.7400,596.7500,30,189.9100,6,192.0200,595.8900,595.9100,0.0000,0,
SPY,2025-06-04,SPY,2025-06-04,405.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,158,0.0100,596.7400,596.7500,0,0.0000,236,0.0100,595.8900,595.9100,0.0000,1,
SPY,2025-06-04,SPY,2025-06-04,410.000,C,0.0000,0.0000,0.0000,0.0000,0,30,185.9600,25,187.6900,596.7400,596.7500,30,184.9100,6,187.0200,595.8900,595.9100,0.0000,0,
